text,aspect,polarity,text_clean,aspect_clean,macro_aspect
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral,"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",dishes,food
The worst excuse for Japanese food I've ever encountered.,Japanese food,negative,the worst excuse for japanese food i've ever encountered.,japanese food,food
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish,negative,i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,chicken teriyaki dish,food
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,chicken,negative,i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,chicken,food
"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,negative,"we had reservations at 9pm, but was not seated until 10:15pm.",reservations,service
We had Pam's special fried fish and it was amazing.,Pam's special fried fish,positive,we had pam's special fried fish and it was amazing.,pam's special fried fish,food
There is no excuse for such lousy service!,service,negative,there is no excuse for such lousy service!,service,service
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,positive,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,new england chowder,food
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,positive,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,lobster bisque,food
"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive,"so, a little inconsistency there but either way, both pizzas were really good.",pizzas,food
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral,"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,food
Not enough wines by the glass either.,wines by the glass,negative,not enough wines by the glass either.,wines by the glass,food
I had the duck breast special on my last visit and it was incredible.,duck breast special,positive,i had the duck breast special on my last visit and it was incredible.,duck breast special,food
I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,i must say it's a little pricey for the food because it was not as spectacular as the view.,food,food
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive,these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,food
"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,neutral,"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,food
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,no gimmicks here -- the food speaks for itself in its freshness and preparation.,food,food
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,positive,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,service
My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive,my wife had the fried shrimp which are huge and loved it.,fried shrimp,food
One should not go to Lucky Strike for the food.,food,negative,one should not go to lucky strike for the food.,food,food
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative,the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,service,service
We could only get through an appetizer and cheese fondue.,appetizer,neutral,we could only get through an appetizer and cheese fondue.,appetizer,food
We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,we could only get through an appetizer and cheese fondue.,cheese fondue,food
Both times we waited well over a half hour for a table (even though we had reservations).,reservations,negative,both times we waited well over a half hour for a table (even though we had reservations).,reservations,service
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,service
