text,aspect,polarity,text_clean,aspect_clean
"If you love seafood, you would love this place!",seafood,positive,"if you love seafood, you would love this place!",seafood
"If you love seafood, you would love this place!",place,positive,"if you love seafood, you would love this place!",place
"Good, fast service.",service,positive,"good, fast service.",service
They charge different prices all the time.,prices,negative,they charge different prices all the time.,prices
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,negative,"i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.",service
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese,positive,"my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.",cheese
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,positive,"my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.",menu
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,positive,"it's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisin,negative,it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine.,japanese cuisin
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral,"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,neutral,"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers
Love the Jazz bands on Fri and Sat.,Jazz bands,positive,love the jazz bands on fri and sat.,jazz bands
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,positive,"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,negative,"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",table,positive,"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",table
The servers give you some sample slices of your order while you wait (shortly I might add).,servers,positive,the servers give you some sample slices of your order while you wait (shortly i might add).,servers
The service was ok.,service,neutral,the service was ok.,service
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,"when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish
"Don't expect to sit down inside though, there are only a few tables and they are always full.",tables,negative,"don't expect to sit down inside though, there are only a few tables and they are always full.",tables
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",halibut special
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",steak
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",service
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,negative,the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager
